order_id,customer_id,order_date,order_amount,shipping_address,order_status
a7c7a52d-1d1a-4aec-9287-c97fce93f36d,8397,2021-12-29,69.29,"222 Chelsea Light Apt. 792, South Dana, NH 33967",shipped
eb4dacef-a719-4a4b-9dce-6d2b4e4f3468,2049,2023-07-20,175.66,"PSC 7482, Box 1759, APO AA 84247",delivered
c880c159-2d42-4e2c-9f16-a252174e4480,4770,2025-02-13,298.34,"3671 Patrick Knolls Suite 406, Alanton, PW 79983",shipped
7b5f9a3d-6c63-4990-8430-b6f78e212cd4,2163,2023-12-19,356.84,"95339 Byrd Stravenue Apt. 104, Johnsonstad, VA 17725",shipped
73d4d53b-7dc6-4255-b811-51195adfbbd0,4750,2020-06-24,43.03,"32858 Rivas Glens Suite 451, Mccartyberg, WV 30072",shipped
fd8d957c-4af6-49fc-8b82-b8d35b9ed8a3,6413,2024-07-30,44.72,"516 Joseph Crossing Suite 549, Carsonstad, CT 88953",shipped
c5786e02-e9fd-48dd-833d-685b3eaa058c,5562,2021-03-30,337.8,"317 Banks Crescent Apt. 004, Wilsonbury, FM 70958",shipped
cdcd6add-ae12-4912-b38a-850475540ce1,9834,2020-09-20,74.83,"261 Gilbert Harbors Apt. 537, Sampsonstad, CT 90374",delivered
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,"PSC 5064, Box 3171, APO AP 28302",pending
b0dd44a2-e805-4032-bce1-e45a19f9c36a,7669,2023-06-01,103.3,"53293 Maria Plaza, New Jason, VI 31040",shipped
df760c6a-4fe2-4ba4-bb4d-66a6e6ca239f,8062,2021-09-30,183.61,"2284 Daniel Way, East Alexisbury, OR 42938",pending
6d8fb4c6-237f-490b-9e92-5692dd0be006,8651,2020-01-31,433.28,"681 Thomas Tunnel, Williamville, NV 66540",shipped
fea3477e-4d54-448e-8dcd-e532ef30d5c7,2612,2021-03-06,39.7,"0076 Parks Overpass Suite 115, North David, RI 83479",delivered
f6faa4d4-d88f-410b-a2fa-72361005d08f,6559,2023-02-11,402.29,"847 Garcia Squares Apt. 836, Beasleychester, MA 59942",shipped
6dad785c-9512-4290-9bc8-9c5872699171,5073,2022-02-14,103.88,"5452 Jones Village Apt. 161, Lisaside, AR 77370",delivered
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,"5604 Bell Ports, East Diane, IN 14685",shipped
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,"9368 Chelsea Shoals, Anthonyview, UT 41000",shipped
b9f3c3fa-e260-408d-bef0-be1349849bf2,8260,2024-11-26,405.93,"96120 Julie Forge, Barnesmouth, GA 49004",delivered
e99d24f9-4fe9-4c45-9886-b66b89773795,2604,2021-08-28,34.79,"22901 Ramos Manors, Lawsonchester, KY 28756",delivered
260370b2-fbc7-4f0f-a662-3dbf2bed62e1,1241,2024-01-07,484.81,"49784 Jeffrey Rapid Apt. 034, Port Derrick, KS 38439",shipped
6e13453e-b2d9-42ba-b933-1a3434d5a155,3724,2021-09-29,209.14,"26838 Jones Wall Apt. 607, Port Lawrencechester, OK 53509",pending
30c58707-0d93-43e5-af45-581e608ce029,4502,2023-10-11,433.68,"0529 Collier Lake, South Meganbury, NE 77685",shipped
21f72dab-898d-4d06-b5d9-07e9ee54f32c,3697,2022-02-17,195.7,"535 Charles Roads Apt. 883, Michaelberg, IA 13975",pending
c4283b34-ca6d-4726-9724-f382a99b8643,5345,2020-10-11,463.99,"127 Webster Trace, Maldonadoshire, SD 83770",pending
d81f6471-2e55-4ac3-bb4a-bad2b525b118,5673,2025-04-01,217.27,"71774 Vargas Knoll Apt. 477, North Miguelport, CA 84998",delivered
e3028043-f287-441e-81d2-139742d7ae2f,8973,2024-08-07,85.85,"9807 Marc Mountains Apt. 071, Toniland, NY 85190",pending
fc6f944c-c65c-4eaf-a97e-accc93fd95a4,4566,2020-12-01,484.67,"8892 Watson Haven Suite 659, Port Crystalmouth, CA 43714",delivered
7539ed5f-053a-48e5-a605-1d60a9e5a393,9883,2020-07-02,39.87,"9251 Sabrina Inlet Suite 291, Angelicamouth, GU 17251",pending
6623256f-5f23-44be-b262-e79cfc93b1f6,1936,2023-07-26,34.57,"685 Michael Falls, West Stacey, NM 25667",pending
e4360f4d-1d7b-4037-a275-1460bb130486,9238,2021-03-16,460.5,"1888 Ebony Wells, New Nicholas, GA 24204",delivered
4672b09c-fef6-41ec-afe3-355ac6c70da9,3579,2024-06-04,37.87,"706 Rhodes Freeway, Bishopmouth, IN 70494",delivered
16a5a708-378a-48e3-ab51-f2893588449c,2312,2021-04-09,427.16,"Unit 7359 Box 7746, DPO AP 69636",shipped
b0b359e2-e911-4fb9-b345-de4e9e23bfc8,2113,2022-03-24,340.85,"240 Sawyer Plaza, Lake Meghanville, LA 11494",shipped
7965960b-3c31-4f02-9802-f2101a0ea0a3,7615,2024-01-23,68.74,"1375 Robert Locks, Joeland, MN 29931",delivered
b4ca0090-103e-404c-a29d-65360697f3fd,5033,2020-02-24,293.67,"USNV Moody, FPO AE 05521",shipped
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,"779 Rebecca Brook, Jasonberg, OH 95821",delivered
c69f260c-95c4-4b96-911e-00c9aef95ac5,9565,2023-03-29,165.02,"41036 Brown Villages Suite 980, Lake Douglas, NE 00706",pending
56d10362-a189-4860-9aa3-edca9d1509e1,4346,2023-04-10,338.17,"18518 Peter Mountains Apt. 654, West Kristinastad, IA 96569",pending
d9e8b40f-257f-44ff-a00c-eb9a34da1629,4910,2023-07-01,140.15,"05852 Pollard Neck Apt. 217, West Jamesborough, FM 05993",shipped
fad1ea38-b1a8-4ac6-82f4-0b5bf8b3850d,5915,2021-09-05,234.04,"740 Justin Wall Apt. 541, Samuelfurt, WA 58138",shipped
2e61396d-d5dd-44d3-b2b1-5475280c9cd7,1152,2024-10-05,234.56,"7584 Jessica Common, Morrisonburgh, ND 39005",delivered
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,"7962 Bell Canyon Suite 964, North Emilyfurt, MN 67752",shipped
bbb9925a-0aa0-490f-97f3-a57c1e0d962e,9288,2024-04-06,139.95,"97021 Kimberly Lakes, Patrickshire, AZ 79811",pending
d447be27-4100-42b1-94de-58e3ab09c725,2127,2020-10-25,440.84,"7192 Sanders Run Suite 310, South April, PW 74120",pending
36bb2e83-ac61-4166-bd36-9a51aa1fb118,5669,2020-08-16,87.3,"94731 Melissa Mission Apt. 715, Jennaside, ND 38559",delivered
40ccba40-140d-4091-af18-9299078fa943,5956,2024-09-28,309.72,"8313 Joel Park, West Angelastad, NH 72806",delivered
843c4e48-22a4-4692-a44c-c069a1f4b340,9666,2020-09-09,13.83,"6786 Morrow Cliffs, West Dawn, NV 61558",delivered
1fbb1e5a-ea63-4421-a48a-e1d8b78f4442,5905,2023-08-15,466.56,"68018 Kevin Estates, Sarahbury, MI 68513",shipped
4f6d61ab-3b48-44f8-a3ec-4bf36b7a7dd9,3200,2024-10-05,139.59,"84249 Wayne Extension Apt. 299, Meganshire, AZ 04219",shipped
3ed4c697-815a-4d7c-950b-395d6d7c5c35,3546,2020-06-06,143.45,"USNV Curtis, FPO AP 55103",delivered
fa3de44f-8c8a-4196-af2c-0305cd9f0d19,4450,2023-04-16,361.63,"473 Evans Cliffs Apt. 276, Marshallmouth, PA 19331",shipped
69bfad02-ae11-4c0c-943d-d34ccea26f24,5325,2021-08-30,257.65,"2588 Luis Mountain Apt. 473, North Brent, MS 81159",pending
19ee7e27-e8b3-4f70-95c9-4e49242dce28,1832,2022-03-23,55.23,"USNS Li, FPO AP 95020",pending
59157455-15d3-4d57-8f5b-2e2812c9039f,5533,2021-08-30,31.6,"774 Johnson Lock Suite 339, Brandonport, NM 78818",pending
8dd4634e-13ca-44fd-9c28-9f619e6b4780,3143,2024-09-11,322.19,"8016 Nicole Stream Suite 650, Williamsside, ID 48017",pending
cf691f98-0c76-47af-b04d-1b815a1f036e,3647,2022-12-11,373.2,"499 David Court Suite 558, Kariborough, PA 67232",delivered
84bf23fa-5b02-48a7-a7d3-ba1e94b58c1b,8007,2022-02-19,284.84,"57872 Mark Ridge, Franciscoport, OR 44590",shipped
86c3a7a6-4555-41fc-9322-01183c5638a9,2232,2022-09-13,473.07,"947 Micheal Spring Apt. 694, New Thomasshire, OK 30325",delivered
ff2dd7d1-9eda-4325-bf98-203216d1be35,3442,2023-11-03,277.34,"962 Anthony Squares, East Andrewmouth, MT 20349",pending
0e3ffa15-309f-467b-92aa-9c7a332f37b5,3426,2022-03-13,220.6,"028 Ann Shore Suite 865, South Rhonda, MA 72102",shipped
810ca4c7-6ea9-4913-95f8-6a6e78736da1,6050,2021-11-19,188.68,"733 Grant Fork Suite 437, Timothyside, WY 95090",shipped
ca748c56-3088-4a59-9353-6b1504e35002,6862,2021-06-15,112.94,"5240 Moses Common Suite 747, East Maria, KY 74165",shipped
30762a45-1869-498f-a740-5dca12973246,2684,2023-09-15,183.3,"08330 Robert Stravenue, Garciaberg, AL 72636",delivered
504fde31-6141-46b8-9e55-35f6bbcf4cf6,7658,2025-03-16,487.18,"3454 Rebecca Corners Apt. 802, Khanburgh, PW 05264",delivered
089b8b7f-05da-4ede-b04a-a7af025667f3,3532,2025-04-22,463.62,"40049 Sarah Isle Suite 788, Smallberg, PR 66589",shipped
bc8b8512-df12-4bea-9789-c21e1c06b15a,3662,2022-06-28,488.34,"2742 Jill Turnpike, Ashleyborough, HI 80580",shipped
c42358db-3f60-4b84-b637-ab6d52d4b163,7755,2024-07-22,22.15,"PSC 6851, Box 6122, APO AA 42916",delivered
89326a20-92e0-4561-8264-9fa0cce556cb,6442,2024-12-24,393.37,"74549 Jose Lake Apt. 017, Erikhaven, MH 92717",pending
bd92e53f-6e33-4282-bef9-0ad1fa276c0c,5065,2024-02-05,140.73,"9332 Hernandez Summit Suite 687, Port John, WV 78595",delivered
36c172bc-4186-4c9c-98b2-122cf8233ecd,2771,2024-08-24,197.45,"519 Bryan Plaza Apt. 982, West Melissa, NV 15736",shipped
350cee3c-95fd-4234-9d7b-e325f3d6f338,8711,2023-08-15,118.99,"87072 Bryant Centers Suite 406, Lisaborough, OR 10073",pending
dcda7f28-bad4-4c55-9847-def97c88ebd7,6728,2020-03-29,159.54,"017 Justin Falls, Port Darlene, VA 85157",shipped
7c6e1d67-6d49-4abc-975f-738096edbbfc,4652,2025-02-16,21.6,"6618 Desiree Keys Apt. 286, Lake Tiffany, MP 00956",shipped
bd195952-e664-4da3-a0eb-0e3e8886bf87,7528,2024-01-10,170.85,"Unit 7868 Box 6337, DPO AA 20833",shipped
ff37c105-ef93-4a6f-935e-9d44a9e28264,5573,2021-06-19,182.06,"USS Johnson, FPO AP 55451",delivered
3f803d6a-5862-4b1b-974b-0fe8f3c129bf,7548,2023-04-10,342.96,"USS Allen, FPO AE 13725",delivered
b06344ff-5158-40f9-b4d6-6ab9594bc90a,6425,2023-02-28,470.23,"06738 Karen Trail, East Williamport, IN 96382",shipped
04f9f1ba-f63b-481b-a600-31ed295412f3,5279,2023-01-24,97.5,"42836 Hill Point Apt. 687, West Shellyfurt, WY 69243",pending
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,"6287 Melissa Hills, Port Steven, AR 74214",pending
eb5d5b3a-d530-4eae-9265-883c302b72b9,6663,2022-03-13,366.99,"3435 Sandra Vista, Christopherborough, AR 35688",pending
ea080ad0-d058-4077-959e-bb562b93a979,8149,2022-01-03,307.04,"39837 Molly Isle, Susantown, IL 25407",delivered
f0eb00a8-1648-41ba-89a9-8869326bfca0,2894,2025-02-13,198.75,"93638 Rowe Light Suite 854, Michaelfort, NH 13425",delivered
240cef4b-3094-4e6c-8fa0-ec4ee6ad7c9c,4114,2024-04-09,134.81,"55609 Joyce Brook Suite 899, Phillipsborough, MA 30650",delivered
978c5165-3fd3-4060-9569-f565a5227e96,8144,2022-01-08,10.83,"547 Murray Street Suite 228, Whiteside, SD 08199",delivered
175b651d-2e5a-419a-83b4-0b62e0f075f4,4228,2022-10-15,188.47,"006 Megan Fort, Lake Edwardborough, NY 60271",shipped
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,"700 Smith Pines Suite 840, Drakeburgh, CT 13125",delivered
3048c8d5-3ffc-4202-80c8-45c4c9f44e77,3041,2022-10-16,362.68,"4615 Stevens Gardens Apt. 410, South Nicholasside, NJ 07856",pending
a0d5ba77-5fc0-4bda-9765-905fcbd814e9,9308,2023-05-22,161.55,"6591 Jerry Ways, Nelsonland, TX 37250",pending
161f7c9d-819f-41a6-a537-532dc0b0dad0,6344,2024-10-14,207.18,"50392 Hickman Hills, New John, MP 51508",pending
c1aa15ec-409b-4804-8110-7f1ed1ff81b7,3085,2023-08-09,104.0,"218 Brown Mews Apt. 159, Novakmouth, AK 83616",delivered
5e06208d-41fd-4285-879b-a1f9d2ff9b79,7211,2021-06-15,341.89,"Unit 7358 Box 6629, DPO AP 50317",shipped
7318a5ca-3b26-4658-94e5-9e9218b113ea,5930,2020-06-15,208.98,"114 Norman Tunnel, Lake Peter, MN 14466",shipped
014aee3c-1702-4652-80c8-d4178d4a90fb,5978,2020-06-26,150.59,"USCGC Ward, FPO AA 13900",pending
b68f841d-4331-4341-921b-6014e0d40770,6279,2020-09-14,237.84,"886 Anthony Knoll Apt. 995, Smithchester, MS 11602",pending
5a71e42d-92dc-477a-82a4-b704d02e6a0b,4501,2023-11-10,260.48,"826 Dominic Hollow, Trevorland, GA 57474",delivered
2df7ceab-0e8d-4c87-86e9-85b8db49bfab,3780,2021-06-20,332.84,"4379 Stephen Dale, Adamfurt, MA 81790",pending
ade3c6b8-04bd-4645-bd08-f14f33db135b,9445,2022-01-08,335.29,"6924 Morrison Square Apt. 752, Novakport, WA 91590",delivered
cf399eb3-4cac-4c93-bc11-2af43b377e6e,6491,2023-05-15,55.76,"Unit 3564 Box 6519, DPO AE 78125",shipped
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,"737 Guerra Cliff, Chambersberg, SC 40193",shipped
2bfdfcde-7a5e-4205-8274-7b3af6b84ff4,3414,2021-04-15,21.97,"1797 Ferguson Ways Suite 805, North Kaylastad, GA 85304",shipped
c9e0ad3c-de32-4672-a422-89eb61e5b348,8784,2023-04-06,309.52,"6101 Walker Summit Apt. 756, Bartonshire, UT 66098",shipped
f7e0bc8f-af99-409d-af8f-f12ee0102865,8461,2020-10-20,213.08,"Unit 7146 Box 1125, DPO AA 45467",delivered
aead2561-acaf-4a6a-a8fc-e5ccd98ec5ef,4185,2022-06-04,361.99,"7177 Jones Cape Apt. 051, Lake John, HI 72840",pending
e41f5d1d-0c9b-492d-9ef7-acae5d371471,9099,2020-11-07,205.83,"62266 Jo Flat Suite 966, Lake Jasonview, WV 92744",shipped
8af6de64-c7d7-464b-8162-5eb0cb43cb2e,1090,2024-04-21,447.4,"255 Stephen Greens, Rosemouth, PA 51440",shipped
ad0b4460-a262-4e3a-8042-21c344343a6f,7965,2023-04-03,117.23,"7924 Emily Island Apt. 341, West Heather, NY 51417",delivered
47d9aded-c63a-4e29-9752-0c5fa9c5e237,9486,2022-03-24,237.63,"2782 Tracy Dam Apt. 579, Port Michaeltown, NM 18396",delivered
1f33b243-ee60-450c-85b2-3444545850c4,5082,2021-01-14,459.56,"7677 Christopher Burgs Apt. 404, New Keith, WI 60443",shipped
124c675e-4ced-4aec-8502-bda619250035,8478,2023-01-04,75.34,"819 Joseph Plains Suite 807, South Curtis, MP 86179",pending
2bc849b0-db4f-4dda-8cde-66f5e9384fca,9702,2023-12-31,494.07,"4517 Kimberly Freeway, Port Joan, UT 46458",delivered
5fec1470-c2e8-4c96-820b-7c5ac86d2553,6198,2024-07-31,475.52,"92330 Patel Ranch Apt. 544, Stephaniehaven, MH 89538",pending
c405119e-075b-4306-92ec-6f4fd08220e7,9270,2024-05-03,219.1,"42232 Poole Trace Suite 729, Courtneyfurt, NV 10399",delivered
362f8e84-3347-4dda-9fed-dafdf6509e97,8305,2023-05-16,449.63,"8457 Murphy Alley, Lake Teresastad, PR 08801",delivered
c54894c5-0e02-4c15-9fa7-947f454824e4,8777,2024-03-26,230.53,"74545 Ashlee Oval Suite 001, Smithburgh, NV 60337",shipped
3d3f01c6-bbc7-4d7a-bd0e-f5e4676e88d3,5543,2020-01-02,385.25,"USNS Forbes, FPO AE 85697",delivered
16160ff0-3a6e-408c-98bb-8937e7c5c4d5,8939,2021-08-09,317.11,"54152 Randy Inlet Apt. 611, East Thomasberg, OR 30148",pending
e619fd27-6024-4323-a21b-3945cea4f6d7,8206,2022-10-06,47.97,"516 Tim Forks, Davisville, CT 41572",pending
58aded2f-75c0-4f81-ae60-2e2d1ad41e2a,4841,2021-12-15,143.14,"21890 Scott Stravenue Apt. 269, Heathland, MH 13669",pending
5c6c5712-e67c-4d34-869b-40f347b6c8d3,9849,2020-09-29,49.48,"6523 Newman Gateway Suite 043, Lake Peter, SD 07653",shipped
be539164-bf41-4de9-a459-a2ca927f4206,4788,2024-03-03,197.69,"6137 Allison Bridge, Sarahberg, MS 74999",shipped
4008b916-75f9-44a0-ad91-d52790e8fb15,4505,2022-03-29,41.47,"1091 Jose Canyon, Port Raymondport, SC 93906",pending
f0363bad-99dc-41bb-9cbc-da52dda8117e,6421,2022-09-01,275.88,"88924 Kyle Pass Apt. 285, Willisland, ME 92077",pending
1e402f54-b4b9-4025-bb93-b56760bca2b3,2020,2022-04-30,111.35,"USNS Brown, FPO AE 57449",pending
6ff5a8e5-a033-4090-8843-0755f186c0a7,7381,2020-08-13,453.37,"2102 Frank Key, Garyberg, WA 35728",delivered
390bee4f-68b0-42e4-873d-e0e9bf4dd926,1320,2023-11-25,429.8,"6481 Joseph Ports, South Spencerstad, AR 65985",delivered
1e12cfda-63fd-42e1-a708-9a9a8aa84f6f,7232,2024-07-28,243.72,"1913 Bradley Wall, East Brandonstad, MS 20172",pending
d04db77d-f6d5-4580-8ac3-57155addb84c,5892,2020-12-13,379.2,"USS Tran, FPO AP 97581",pending
f51df489-d6a2-446a-b698-b5feeb265c24,9818,2023-06-28,376.28,"5419 Wilson Spring, East Jeffreyhaven, AZ 53051",delivered
b931377b-fca9-44ff-be5d-487a19d306e3,4613,2020-05-13,249.23,"5187 Miguel Highway Suite 937, Brittanyfort, WI 26115",pending
e03b0663-3261-4af8-9bb2-7b00d06bebd5,8140,2023-11-24,247.96,"06038 Fields Square, West Aaronfurt, PR 97242",pending
9bc58656-fb68-4af0-9b58-66f97e573e19,6507,2023-11-14,337.75,"7024 Bradley Fort, Haynesstad, NH 98529",pending
794c70bd-1f4c-4bcf-8fd0-a4d33bbc612e,3704,2020-06-14,421.85,"619 Ryan Curve, West Jose, MD 52006",shipped
f2c696bc-3334-4c9f-999b-60d8f8384146,9751,2023-09-24,23.21,"4313 Kimberly Prairie Apt. 212, Owenschester, DE 70745",pending
6c70120d-0311-4071-8438-76da08a50563,1444,2021-11-27,51.13,"7411 Lindsey Hollow Apt. 352, Lake Johnstad, MO 67801",pending
a83c736f-d8e2-44df-b5d1-b315ba1d7cf4,3223,2020-04-05,434.76,"67883 Steven Unions, North Alexander, MP 29636",shipped
a015264e-4c3d-4222-a692-fbe69e18884e,1823,2020-09-11,137.48,"199 Lowery Club Apt. 137, North Rebecca, MP 43957",pending
5276d69d-2f4d-4e6c-add5-457bc64b13e7,4467,2020-08-26,232.8,"USS Jackson, FPO AP 57275",pending
